run_id,episode,train_reward,eval_avg_reward,eval_avg_energy,eval_avg_comfort_violation,epsilon,learning_rate,gamma,epsilon_decay
qlearning_v1,379,-774.3973,,,,0.149606,0.1,0.95,0.995
qlearning_v1,380,-899.121,,,,0.148857,0.1,0.95,0.995
qlearning_v1,381,-597.9696,,,,0.148113,0.1,0.95,0.995
qlearning_v1,382,-715.405,,,,0.147373,0.1,0.95,0.995
qlearning_v1,383,-691.502,,,,0.146636,0.1,0.95,0.995
qlearning_v1,384,-665.5511,,,,0.145903,0.1,0.95,0.995
qlearning_v1,385,-620.7763,,,,0.145173,0.1,0.95,0.995
qlearning_v1,386,-711.527,,,,0.144447,0.1,0.95,0.995
qlearning_v1,387,-649.976,,,,0.143725,0.1,0.95,0.995
qlearning_v1,388,-786.3976,,,,0.143006,0.1,0.95,0.995
qlearning_v1,389,-591.5054,,,,0.142291,0.1,0.95,0.995
qlearning_v1,390,-712.8242,,,,0.14158,0.1,0.95,0.995
qlearning_v1,391,-547.0923,,,,0.140872,0.1,0.95,0.995
qlearning_v1,392,-680.3493,,,,0.140168,0.1,0.95,0.995
qlearning_v1,393,-745.7375,,,,0.139467,0.1,0.95,0.995
qlearning_v1,394,-723.9639,,,,0.138769,0.1,0.95,0.995
qlearning_v1,395,-665.1691,,,,0.138076,0.1,0.95,0.995
qlearning_v1,396,-615.922,,,,0.137385,0.1,0.95,0.995
qlearning_v1,397,-779.0546,,,,0.136698,0.1,0.95,0.995
qlearning_v1,398,-610.2133,,,,0.136015,0.1,0.95,0.995
qlearning_v1,399,-592.4887,,,,0.135335,0.1,0.95,0.995
qlearning_v1,400,-749.5163,-668.5487,98.9,526.2987,0.134658,0.1,0.95,0.995
qlearning_v1,401,-700.1572,,,,0.133985,0.1,0.95,0.995
qlearning_v1,402,-598.2926,,,,0.133315,0.1,0.95,0.995
qlearning_v1,403,-676.4049,,,,0.132648,0.1,0.95,0.995
qlearning_v1,404,-841.273,,,,0.131985,0.1,0.95,0.995
qlearning_v1,405,-607.6156,,,,0.131325,0.1,0.95,0.995
qlearning_v1,406,-769.0498,,,,0.130668,0.1,0.95,0.995
qlearning_v1,407,-887.5497,,,,0.130015,0.1,0.95,0.995
qlearning_v1,408,-714.0866,,,,0.129365,0.1,0.95,0.995
qlearning_v1,409,-868.9454,,,,0.128718,0.1,0.95,0.995
qlearning_v1,410,-613.2048,,,,0.128075,0.1,0.95,0.995
qlearning_v1,411,-752.4954,,,,0.127434,0.1,0.95,0.995
qlearning_v1,412,-590.129,,,,0.126797,0.1,0.95,0.995
qlearning_v1,413,-710.1037,,,,0.126163,0.1,0.95,0.995
qlearning_v1,414,-708.5476,,,,0.125532,0.1,0.95,0.995
qlearning_v1,415,-808.0447,,,,0.124905,0.1,0.95,0.995
qlearning_v1,416,-719.4444,,,,0.12428,0.1,0.95,0.995
qlearning_v1,417,-535.9297,,,,0.123659,0.1,0.95,0.995
qlearning_v1,418,-658.7493,,,,0.12304,0.1,0.95,0.995
qlearning_v1,419,-592.9309,,,,0.122425,0.1,0.95,0.995
qlearning_v1,420,-798.1995,,,,0.121813,0.1,0.95,0.995
qlearning_v1,421,-677.5047,,,,0.121204,0.1,0.95,0.995
qlearning_v1,422,-522.6161,,,,0.120598,0.1,0.95,0.995
qlearning_v1,423,-622.3992,,,,0.119995,0.1,0.95,0.995
qlearning_v1,424,-674.8371,,,,0.119395,0.1,0.95,0.995
qlearning_v1,425,-691.3659,,,,0.118798,0.1,0.95,0.995
qlearning_v1,426,-657.939,,,,0.118204,0.1,0.95,0.995
qlearning_v1,427,-702.8654,,,,0.117613,0.1,0.95,0.995
qlearning_v1,428,-641.2214,,,,0.117025,0.1,0.95,0.995
qlearning_v1,429,-694.8622,,,,0.11644,0.1,0.95,0.995
qlearning_v1,430,-633.6243,,,,0.115858,0.1,0.95,0.995
qlearning_v1,431,-712.1559,,,,0.115278,0.1,0.95,0.995
qlearning_v1,432,-663.391,,,,0.114702,0.1,0.95,0.995
qlearning_v1,433,-689.9376,,,,0.114128,0.1,0.95,0.995
qlearning_v1,434,-764.8162,,,,0.113558,0.1,0.95,0.995
qlearning_v1,435,-739.3859,,,,0.11299,0.1,0.95,0.995
qlearning_v1,436,-512.7859,,,,0.112425,0.1,0.95,0.995
qlearning_v1,437,-671.7963,,,,0.111863,0.1,0.95,0.995
qlearning_v1,438,-591.7336,,,,0.111304,0.1,0.95,0.995
qlearning_v1,439,-748.6761,,,,0.110747,0.1,0.95,0.995
qlearning_v1,440,-659.155,,,,0.110193,0.1,0.95,0.995
qlearning_v1,441,-711.6361,,,,0.109642,0.1,0.95,0.995
qlearning_v1,442,-691.3669,,,,0.109094,0.1,0.95,0.995
qlearning_v1,443,-625.2871,,,,0.108549,0.1,0.95,0.995
qlearning_v1,444,-534.7806,,,,0.108006,0.1,0.95,0.995
qlearning_v1,445,-587.0706,,,,0.107466,0.1,0.95,0.995
qlearning_v1,446,-625.1634,,,,0.106929,0.1,0.95,0.995
qlearning_v1,447,-732.7621,,,,0.106394,0.1,0.95,0.995
qlearning_v1,448,-578.9296,,,,0.105862,0.1,0.95,0.995
qlearning_v1,449,-526.1998,,,,0.105333,0.1,0.95,0.995
qlearning_v1,450,-756.1226,-870.2462,93.05,725.0712,0.104806,0.1,0.95,0.995
qlearning_v1,451,-719.7373,,,,0.104282,0.1,0.95,0.995
qlearning_v1,452,-727.1101,,,,0.103761,0.1,0.95,0.995
qlearning_v1,453,-653.1857,,,,0.103242,0.1,0.95,0.995
qlearning_v1,454,-681.6315,,,,0.102726,0.1,0.95,0.995
qlearning_v1,455,-704.9719,,,,0.102212,0.1,0.95,0.995
qlearning_v1,456,-762.656,,,,0.101701,0.1,0.95,0.995
qlearning_v1,457,-583.8908,,,,0.101192,0.1,0.95,0.995
qlearning_v1,458,-679.8771,,,,0.100686,0.1,0.95,0.995
qlearning_v1,459,-612.1794,,,,0.100183,0.1,0.95,0.995
qlearning_v1,460,-812.1229,,,,0.099682,0.1,0.95,0.995
qlearning_v1,461,-724.3427,,,,0.099184,0.1,0.95,0.995
qlearning_v1,462,-644.6715,,,,0.098688,0.1,0.95,0.995
qlearning_v1,463,-729.6459,,,,0.098194,0.1,0.95,0.995
qlearning_v1,464,-454.9669,,,,0.097703,0.1,0.95,0.995
qlearning_v1,465,-715.95,,,,0.097215,0.1,0.95,0.995
qlearning_v1,466,-638.2391,,,,0.096729,0.1,0.95,0.995
qlearning_v1,467,-659.8735,,,,0.096245,0.1,0.95,0.995
qlearning_v1,468,-713.0713,,,,0.095764,0.1,0.95,0.995
qlearning_v1,469,-672.6013,,,,0.095285,0.1,0.95,0.995
qlearning_v1,470,-755.9199,,,,0.094809,0.1,0.95,0.995
qlearning_v1,471,-627.5507,,,,0.094335,0.1,0.95,0.995
qlearning_v1,472,-686.7258,,,,0.093863,0.1,0.95,0.995
qlearning_v1,473,-764.1783,,,,0.093394,0.1,0.95,0.995
qlearning_v1,474,-723.836,,,,0.092927,0.1,0.95,0.995
qlearning_v1,475,-585.3001,,,,0.092462,0.1,0.95,0.995
qlearning_v1,476,-634.1493,,,,0.092,0.1,0.95,0.995
qlearning_v1,477,-569.086,,,,0.09154,0.1,0.95,0.995
qlearning_v1,478,-545.9896,,,,0.091082,0.1,0.95,0.995
qlearning_v1,479,-731.3392,,,,0.090627,0.1,0.95,0.995
qlearning_v1,480,-749.7222,,,,0.090173,0.1,0.95,0.995
qlearning_v1,481,-812.3378,,,,0.089723,0.1,0.95,0.995
qlearning_v1,482,-507.3604,,,,0.089274,0.1,0.95,0.995
qlearning_v1,483,-610.5068,,,,0.088828,0.1,0.95,0.995
qlearning_v1,484,-807.5151,,,,0.088383,0.1,0.95,0.995
qlearning_v1,485,-755.3457,,,,0.087942,0.1,0.95,0.995
qlearning_v1,486,-704.1284,,,,0.087502,0.1,0.95,0.995
qlearning_v1,487,-558.4046,,,,0.087064,0.1,0.95,0.995
qlearning_v1,488,-659.6042,,,,0.086629,0.1,0.95,0.995
qlearning_v1,489,-759.0739,,,,0.086196,0.1,0.95,0.995
qlearning_v1,490,-669.5992,,,,0.085765,0.1,0.95,0.995
qlearning_v1,491,-606.1636,,,,0.085336,0.1,0.95,0.995
qlearning_v1,492,-825.6785,,,,0.084909,0.1,0.95,0.995
qlearning_v1,493,-619.9455,,,,0.084485,0.1,0.95,0.995
qlearning_v1,494,-688.0688,,,,0.084062,0.1,0.95,0.995
qlearning_v1,495,-639.3294,,,,0.083642,0.1,0.95,0.995
qlearning_v1,496,-778.2871,,,,0.083224,0.1,0.95,0.995
qlearning_v1,497,-538.7933,,,,0.082808,0.1,0.95,0.995
qlearning_v1,498,-551.7577,,,,0.082394,0.1,0.95,0.995
qlearning_v1,499,-617.9904,,,,0.081982,0.1,0.95,0.995
qlearning_v1,500,-828.0834,-799.1772,93.3,663.8772,0.081572,0.1,0.95,0.995
